Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
50.0,Male,87.9,1.68,192.0,151.0,71.0,2.0,494.0,Strength,15.5,3.1,3.0,3.0,31.28
35.0,Male,53.0,1.67,183.0,128.0,72.0,1.29,682.0,Yoga,21.9,2.2,3.0,2.0,19.003908350962742
43.0,Female,46.3,1.61,190.0,136.0,69.0,2.0,1185.0,Yoga,21.4,3.5,4.0,1.0,17.861965201959798
50.0,Male,82.8,1.9,161.0,130.0,74.0,1.51,1151.0,nan,16.8,3.3,4.0,3.0,22.93628808864266
53.0,Female,82.9,1.6,170.0,148.0,55.0,1.93,541.0,HIIT,17.8,2.5,3.0,2.0,32.38281249999999
18.0,Female,71.9,1.54,177.0,120.0,73.0,1.17,817.0,Strength,16.8,2.6,3.0,1.0,29.64
27.0,Male,41.0,1.82,171.0,138.0,53.0,1.47,1273.0,Cardio,29.1,2.4,4.0,1.0,12.35
18.0,Female,81.9,1.79,178.0,160.0,60.0,1.24,1172.0,nan,28.5,1.7,3.0,3.0,25.56099996878999
18.0,Male,67.7,1.69,192.0,123.0,57.0,1.44,1445.0,Cardio,26.8,3.1,3.0,2.0,23.703651832919014
22.0,Female,99.5,1.79,186.0,122.0,56.0,1.45,1783.0,Cardio,27.6,3.5,2.0,2.0,31.053962111045223
31.0,Female,47.4,1.73,178.0,150.0,57.0,1.64,962.0,Cardio,28.8,2.0,4.0,3.0,15.837482040829965
18.0,Male,71.1,1.84,189.0,127.0,74.0,0.85,1303.0,Strength,15.2,2.8,2.0,3.0,21.000708884688088
22.0,Male,89.8,1.79,179.0,163.0,59.0,2.0,1098.0,Strength,28.2,1.7,3.0,1.0,28.026590930370464
28.0,Female,81.7,1.81,177.0,130.0,50.0,1.45,507.0,Cardio,23.2,1.7,3.0,1.0,24.938188699978635
40.0,Male,40.4,1.68,171.0,130.0,54.0,2.0,527.0,Strength,27.3,3.3,4.0,3.0,14.3140589569161
56.0,Male,40.0,1.63,181.0,133.0,50.0,0.89,1674.0,Yoga,23.4,1.5,3.0,2.0,15.05513944822914
41.0,Male,40.2,1.76,198.0,135.0,56.0,1.93,964.0,Strength,18.8,3.4,4.0,1.0,12.97778925619835
47.0,Male,49.9,1.74,190.0,120.0,65.0,1.97,406.0,HIIT,29.4,1.5,5.0,2.0,16.01
42.0,Male,41.9,1.84,168.0,154.0,71.0,1.49,1029.0,nan,30.6,2.6,4.0,2.0,12.37594517958412
26.0,Male,40.0,1.72,164.0,169.0,58.0,0.89,1198.0,HIIT,17.0,1.6,5.0,2.0,13.520822065981614
18.0,Male,47.3,1.75,196.0,169.0,56.0,1.32,706.0,Cardio,29.0,1.9,2.0,2.0,15.444897959183672
54.0,Male,79.6,1.87,190.0,155.0,53.0,1.37,884.0,Strength,27.7,3.5,2.0,2.0,22.7630186736824
19.0,Female,76.6,1.84,188.0,138.0,71.0,1.72,699.0,HIIT,28.3,3.5,4.0,1.0,22.625236294896027
32.0,Female,69.5,1.65,192.0,140.0,52.0,1.71,1163.0,Cardio,29.8,3.5,4.0,1.0,25.528007346189167
46.0,Female,68.6,1.63,177.0,150.0,58.0,2.0,1074.0,Strength,25.8,3.6,3.0,3.0,25.81956415371297
46.0,Male,73.0,2.0,184.0,123.0,64.0,0.9,1159.0,Cardio,10.0,3.4,5.0,3.0,18.25
52.0,Female,40.8,1.71,181.0,169.0,73.0,1.44,303.0,Yoga,28.3,1.6,3.0,1.0,13.953011182928082
19.0,Male,42.1,1.6,194.0,148.0,73.0,1.27,1305.0,Cardio,12.7,3.3,2.0,2.0,16.65
34.0,Male,40.0,1.82,176.0,141.0,66.0,1.34,1709.0,Cardio,24.1,3.0,4.0,1.0,12.075836251660428
18.0,Female,67.1,1.71,174.0,165.0,74.0,1.84,577.0,\nStrength,27.1,2.7,4.0,3.0,22.94723162682535
53.0,Male,67.2,1.68,190.0,138.0,55.0,1.67,924.0,nan,22.6,1.5,3.0,1.0,23.809523809523814
29.0,Male,72.1,2.0,166.0,124.0,67.0,2.0,1582.0,Strength,32.7,3.4,3.0,2.0,18.025
49.0,Female,62.0,1.87,195.0,125.0,74.0,1.04,842.0,HIIT,20.0,3.5,3.0,1.0,17.72998941919986
52.0,Male,71.3,1.84,197.0,126.0,73.0,1.22,765.0,Cardio,29.2,1.8,2.0,2.0,21.05978260869565
28.0,nan,85.6,1.54,168.0,128.0,59.0,1.45,860.0,Yoga,14.9,2.4,4.0,1.0,36.09377635351661
21.0,Male,51.9,1.57,170.0,167.0,73.0,1.25,1082.0,Strength,27.5,1.6,3.0,2.0,21.055620917684287
33.0,Male,92.8,1.59,161.0,150.0,52.0,1.19,1640.0,Cardio,23.8,2.6,3.0,3.0,36.70740872592065
58.0,Female,40.0,1.7,193.0,120.0,52.0,0.99,1178.0,Yoga,21.2,2.5,5.0,1.0,13.84083044982699
36.0,Female,44.9,1.79,166.0,120.0,74.0,1.66,811.0,HIIT,16.2,3.3,3.0,1.0,14.013295465185232
33.0,Male,78.6,1.7,161.0,168.0,65.0,2.0,855.0,Cardio,10.0,3.2,2.0,1.0,27.197231833910035
42.0,Female,54.0,1.69,179.0,169.0,53.0,1.19,458.0,nan,25.7,3.3,3.0,3.0,18.90690101887189
29.0,Male,53.8,1.66,163.0,133.0,64.0,2.0,1187.0,Strength,34.5,1.5,4.0,1.0,19.5238786471186
26.0,Female,91.7,1.58,167.0,120.0,52.0,1.65,1334.0,Cardio,29.2,2.6,2.0,2.0,36.73289536933184
44.0,Male,63.3,1.88,189.0,150.0,74.0,1.02,1184.0,Strength,16.5,3.5,4.0,1.0,17.90968764146673
42.0,Female,98.1,1.73,165.0,120.0,69.0,1.52,477.0,Yoga,21.7,1.9,2.0,2.0,32.77757359083163
39.0,Male,121.13749999999999,1.81,190.0,140.0,74.0,1.89,1030.0,HIIT,14.9,2.5,2.0,3.0,36.97613015475718
56.0,nan,40.0,1.85,194.0,158.0,67.0,1.43,1633.0,Yoga,30.6,1.9,4.0,1.0,11.68736303871439
32.0,Male,87.2,1.5,193.0,152.0,58.0,1.28,1538.0,Cardio,23.2,2.1,3.0,3.0,38.75555555555556
31.0,Male,64.8,1.71,174.0,164.0,57.0,1.64,857.0,HIIT,26.2,2.7,4.0,2.0,22.1606648199446
48.0,Male,51.6,1.8,181.0,161.0,68.0,0.82,1487.0,Cardio,22.5,1.9,4.0,2.0,15.925925925925926
21.0,Male,69.4,1.85,177.0,153.0,74.0,1.55,879.0,Strength,10.0,2.4,3.0,2.0,20.277574872169467
38.0,Female,77.4,1.54,169.0,149.0,50.0,2.0,867.0,Strength,29.0,3.6,5.0,2.0,32.636194973857314
58.0,Female,76.3,1.56,190.0,145.0,72.0,2.0,913.0,Strength,24.3,3.3,3.0,3.0,31.35272846811308
42.0,Female,82.3,1.94,198.0,132.0,57.0,1.46,1050.0,Yoga,10.0,3.2,3.0,2.0,21.867361037304708
40.0,Female,95.5,1.84,196.0,144.0,68.0,1.94,1568.0,Yoga,26.7,3.7,3.0,1.0,28.207703213610586
19.0,Male,60.7,1.7,183.0,128.0,74.0,1.22,817.0,Strength,20.9,2.8,4.0,1.0,21.00346020761246
34.0,Male,40.0,1.88,188.0,131.0,54.0,1.29,840.0,Cardio,11.9,1.9,3.0,3.0,11.317338162064283
37.0,Female,63.1,1.84,185.0,158.0,56.0,1.3,1248.0,HIIT,31.9,3.5,3.0,1.0,18.637759924385637
51.0,Female,55.7,1.5,188.0,143.0,58.0,1.19,1302.0,HIIT,27.7,2.0,3.0,1.0,24.75555555555556
52.0,Male,53.1,1.55,184.0,167.0,50.0,1.95,1205.0,Strength,14.6,3.5,5.0,1.0,22.10197710718002
52.0,Female,65.8,1.82,168.0,167.0,71.0,1.15,751.0,Strength,17.1,1.5,3.0,1.0,19.8647506339814
18.0,Female,65.3,1.72,169.0,136.0,66.0,2.0,945.0,Strength,22.8,3.3,4.0,2.0,22.072742022714984
35.0,Female,40.4,1.71,176.0,130.0,70.0,1.97,1110.0,HIIT,17.0,3.6,4.0,3.0,13.816216955644473
45.0,Male,40.0,1.75,194.0,120.0,50.0,1.67,1296.0,Yoga,28.8,1.9,3.0,3.0,13.06122448979592
31.0,Male,40.0,2.0,176.0,162.0,69.0,1.45,949.0,Cardio,26.9,3.2,3.0,2.0,10.0
27.0,Male,40.0,1.68,166.0,128.0,59.0,1.6,1112.0,Yoga,10.0,2.6,4.0,2.0,14.172335600907031
27.0,Female,60.1,1.94,184.0,162.0,74.0,2.0,1030.0,Strength,27.2,3.4,3.0,1.0,15.96875332128813
18.0,Male,73.0,1.89,172.0,153.0,56.0,1.19,596.0,Cardio,15.6,3.4,5.0,1.0,20.43615800229557
35.0,Female,121.13749999999999,1.65,174.0,156.0,56.0,1.9,1084.0,HIIT,20.4,3.4,5.0,1.0,44.494949494949495
49.0,Female,65.3,1.72,171.0,122.0,73.0,1.02,614.0,HIIT,21.6,1.8,4.0,1.0,22.072742022714984
18.0,nan,40.0,1.68,178.0,147.0,71.0,2.0,831.0,HIIT,17.3,3.5,4.0,1.0,14.172335600907031
19.0,Female,43.6,1.7,168.0,126.0,55.0,1.42,685.0,HIIT,23.9,1.5,4.0,3.0,15.08650519031142
24.0,Male,54.0,1.71,191.0,169.0,71.0,1.23,730.0,Cardio,29.0,2.7,2.0,2.0,18.467220683287167
44.0,Male,53.1,1.64,160.0,160.0,74.0,1.65,749.0,Cardio,27.0,3.2,3.0,2.0,19.742712671029157
21.0,Female,87.8,1.88,195.0,133.0,74.0,1.95,621.0,HIIT,19.9,3.4,3.0,3.0,24.8415572657311
42.0,Male,67.4,1.91,191.0,146.0,52.0,1.26,1030.0,HIIT,26.9,3.7,3.0,3.0,18.47537074093364
38.0,Male,82.7,2.0,178.0,138.0,72.0,1.46,1219.0,Yoga,25.8,3.6,4.0,1.0,20.675
33.0,Male,84.0,1.7,194.0,156.0,73.0,0.5,580.0,Cardio,20.5,2.5,3.0,3.0,29.065743944636683
18.0,Female,58.4,1.87,167.0,168.0,74.0,1.42,1306.0,Cardio,26.9,3.2,2.0,1.0,17.66
48.0,Male,63.8,1.79,185.0,135.0,71.0,1.69,1242.0,HIIT,29.7,1.5,4.0,1.0,19.911987765675228
45.0,Male,94.6,1.69,178.0,147.0,56.0,1.95,1105.0,Yoga,29.9,1.8,2.0,2.0,33.122089562690384
21.0,Female,40.0,1.58,165.0,134.0,69.0,1.05,624.0,Strength,29.2,1.7,3.0,1.0,16.023073225444637
59.0,Female,71.1,1.73,184.0,125.0,66.0,1.07,691.0,Cardio,25.2,2.6,2.0,3.0,23.756223061244945
19.0,nan,116.6,1.72,187.0,126.0,70.0,1.1,779.0,Strength,23.8,2.6,3.0,2.0,39.4131963223364
36.0,Female,55.0,1.77,161.0,142.0,74.0,1.04,1564.0,nan,19.8,3.2,2.0,2.0,17.555619394171533
33.0,Female,76.3,1.88,169.0,161.0,69.0,1.37,1265.0,Cardio,24.2,1.5,4.0,2.0,21.58782254413762
22.0,Female,48.6,1.72,177.0,156.0,70.0,1.39,708.0,Yoga,25.4,3.4,3.0,1.0,16.427798810167662
42.0,Male,57.3,1.73,194.0,153.0,65.0,1.97,1132.0,Strength,22.2,3.2,4.0,1.0,19.54
36.0,Female,55.9,1.76,181.0,169.0,74.0,1.91,474.0,Strength,18.2,1.5,5.0,1.0,18.046229338842974
41.0,Male,73.2,2.0,179.0,161.0,58.0,1.06,758.0,HIIT,17.6,1.8,2.0,1.0,18.61
23.0,Male,58.7,1.69,189.0,135.0,65.0,1.37,1231.0,Yoga,26.6,3.3,2.0,1.0,20.55250166310704
24.0,Female,91.8,1.82,171.0,140.0,52.0,2.0,1065.0,Strength,16.1,2.7,4.0,2.0,27.71404419756068
42.0,Female,47.7,1.72,183.0,150.0,57.0,1.95,782.0,Yoga,31.4,3.1,3.0,2.0,16.123580313683075
55.0,Female,51.9,1.64,171.0,150.0,68.0,1.05,1619.0,Strength,22.8,2.2,5.0,3.0,19.296549672813804
36.0,Male,60.1,1.78,186.0,169.0,51.0,1.46,1108.0,Cardio,35.0,2.0,3.0,1.0,18.9685645751799
18.0,Female,40.0,1.56,196.0,149.0,56.0,0.79,1027.0,Strength,27.6,1.9,2.0,1.0,16.43655489809336
23.0,Female,64.7,2.0,184.0,169.0,55.0,1.46,860.0,Strength,32.4,2.5,5.0,2.0,16.175
24.0,Male,73.0,1.61,188.0,131.0,60.0,0.56,864.0,Yoga,27.4,3.6,2.0,2.0,28.16249373095173
41.0,Male,90.3,1.76,180.0,146.0,70.0,1.96,1596.0,Cardio,22.6,2.3,4.0,1.0,29.15160123966942
48.0,Female,79.1,1.63,168.0,135.0,53.0,1.15,1302.0,Yoga,35.0,3.3,4.0,1.0,29.77153825887312
47.0,Female,82.2,1.72,174.0,126.0,70.0,1.15,1211.0,Yoga,25.0,3.7,2.0,3.0,27.78528934559221
54.0,Male,40.0,1.79,162.0,162.0,54.0,2.0,444.0,Yoga,16.9,2.3,5.0,3.0,12.4840048687619
33.0,Female,60.7,1.57,179.0,135.0,69.0,1.24,964.0,HIIT,26.0,2.9,3.0,1.0,24.62574546634752
29.0,nan,48.9,1.7,194.0,145.0,55.0,1.12,487.0,Cardio,33.9,2.2,5.0,2.0,16.920415224913498
50.0,Female,76.4,1.54,172.0,133.0,71.0,1.3,1311.0,Strength,25.2,2.1,3.0,1.0,32.214538708045204
49.0,Female,95.6,1.67,164.0,134.0,74.0,1.71,466.0,Cardio,26.0,1.8,3.0,2.0,34.278747893434684
25.0,Female,85.1,1.98,185.0,148.0,58.0,1.29,785.0,Yoga,22.5,3.5,4.0,1.0,21.70696867666565
34.0,Female,72.9,1.71,164.0,122.0,73.0,1.78,432.0,HIIT,27.8,1.5,2.0,2.0,24.93074792243768
30.0,Female,42.2,1.63,177.0,134.0,74.0,2.0,685.0,Yoga,26.4,3.7,3.0,2.0,15.883172117881744
49.0,Male,40.0,1.76,193.0,124.0,72.0,1.3,1196.0,Cardio,11.2,2.2,4.0,2.0,12.913223140495868
18.0,Male,51.8,1.58,164.0,164.0,51.0,0.84,1110.0,Cardio,25.8,3.5,3.0,3.0,20.749879826950806
31.0,Male,91.5,1.73,189.0,169.0,58.0,1.51,786.0,Yoga,24.6,3.6,3.0,1.0,30.57235457248822
22.0,Male,64.6,2.0,196.0,137.0,73.0,0.85,704.0,HIIT,21.4,2.5,3.0,3.0,16.15
47.0,Male,66.5,1.79,193.0,155.0,51.0,0.69,1656.0,nan,24.0,2.8,5.0,1.0,20.754658094316657
54.0,Male,55.2,1.8,168.0,137.0,55.0,2.0,1472.0,HIIT,27.0,3.1,4.0,2.0,17.037037037037038
49.0,Female,105.3,1.83,165.0,150.0,70.0,1.53,699.0,Strength,31.4,3.7,3.0,1.0,31.44316044074173
18.0,Male,74.1,1.76,170.0,135.0,62.0,1.24,1214.0,Cardio,13.7,2.5,3.0,2.0,23.921745867768596
46.0,Female,40.0,1.75,170.0,142.0,63.0,0.96,919.0,Cardio,22.3,2.4,4.0,2.0,12.41
18.0,Male,91.1,1.76,197.0,162.0,59.0,1.52,1362.0,Cardio,28.8,3.4,3.0,1.0,29.409865702479337
21.0,Female,49.2,1.64,177.0,164.0,53.0,0.58,1114.0,HIIT,23.3,2.9,3.0,1.0,18.292682926829272
44.0,Female,87.8,1.77,163.0,157.0,67.0,1.18,1030.0,Yoga,23.7,2.0,4.0,2.0,28.025152414695647
48.0,Female,40.0,1.77,180.0,127.0,54.0,1.48,1460.0,HIIT,27.2,2.4,5.0,3.0,12.767723195761114
48.0,Female,60.0,1.92,165.0,140.0,72.0,2.0,1751.0,HIIT,11.1,1.5,2.0,2.0,16.276041666666668
21.0,Male,56.1,1.54,181.0,168.0,52.0,1.34,1083.0,Strength,33.1,2.5,4.0,2.0,23.65491651205937
51.0,Female,46.2,1.73,192.0,169.0,62.0,1.55,1389.0,Cardio,32.8,1.7,3.0,3.0,14.87
36.0,Male,68.2,1.91,188.0,131.0,69.0,2.0,1162.0,Strength,33.1,1.5,3.0,3.0,18.69
44.0,Male,56.1,1.68,191.0,152.0,69.0,1.8,1223.0,Strength,15.4,2.6,4.0,2.0,19.876700680272112
24.0,Male,51.7,1.93,182.0,158.0,70.0,1.37,1783.0,Yoga,24.4,2.7,2.0,1.0,13.879567236704345
51.0,Male,65.8,1.62,191.0,169.0,74.0,1.36,1073.0,HIIT,28.2,3.5,2.0,2.0,25.072397500381037
32.0,Female,40.0,1.88,174.0,148.0,50.0,1.94,1436.0,Strength,27.4,2.8,2.0,3.0,11.317338162064283
45.0,Male,59.5,1.61,194.0,121.0,55.0,1.3,741.0,Cardio,24.5,2.0,4.0,3.0,22.954361328652443
58.0,Male,73.5,1.93,175.0,169.0,61.0,1.45,1019.0,HIIT,14.0,2.7,2.0,2.0,19.732073344250853
21.0,Male,54.7,1.56,191.0,157.0,55.0,1.13,682.0,\tCardio,25.2,1.5,4.0,2.0,22.47698882314267
18.0,Female,52.1,1.73,183.0,135.0,74.0,1.4,1141.0,Cardio,23.9,3.1,3.0,1.0,17.407865281165424
59.0,Female,60.6,1.92,180.0,168.0,55.0,1.46,1046.0,nan,24.6,2.0,3.0,3.0,16.438802083333336
20.0,Female,104.3,1.79,197.0,158.0,72.0,1.3,933.0,Strength,23.4,3.2,2.0,3.0,32.55204269529665
39.0,Female,65.3,1.61,187.0,141.0,74.0,1.69,1783.0,HIIT,30.3,3.4,3.0,3.0,25.19192932371436
52.0,Male,47.8,1.79,168.0,144.0,68.0,0.95,715.0,Cardio,27.3,2.4,5.0,3.0,14.918385818170467
18.0,Female,51.1,1.83,180.0,130.0,57.0,1.05,939.0,Strength,17.0,3.0,3.0,2.0,15.258741676371343
34.0,Male,62.5,1.87,185.0,167.0,73.0,0.96,1353.0,Cardio,29.6,2.3,4.0,1.0,17.87297320483857
59.0,Female,57.4,1.56,190.0,156.0,72.0,1.15,813.0,Cardio,18.5,2.7,3.0,2.0,23.58645627876397
37.0,Male,108.7,1.55,163.0,122.0,68.0,1.19,1104.0,Strength,26.9,1.6,4.0,2.0,45.24453694068678
41.0,Female,40.0,1.6,164.0,143.0,73.0,1.52,727.0,Yoga,23.5,3.4,5.0,2.0,15.53
53.0,Female,65.2,1.72,196.0,152.0,50.0,1.87,1073.0,Cardio,24.8,3.7,3.0,1.0,22.39
23.0,Male,90.0,1.58,172.0,164.0,60.0,0.78,682.0,Strength,25.0,3.2,4.0,1.0,36.05191475725044
28.0,Female,91.6,1.68,191.0,128.0,59.0,0.68,1783.0,Yoga,19.1,2.6,2.0,2.0,32.4546485260771
48.0,Female,84.1,1.69,187.0,136.0,56.0,1.68,758.0,Strength,22.2,2.3,3.0,3.0,29.445747697909734
43.0,Female,57.8,1.57,190.0,142.0,56.0,1.39,698.0,Strength,21.3,1.6,4.0,1.0,23.44922714917441
55.0,Female,100.0,1.63,183.0,155.0,74.0,2.0,1256.0,Cardio,10.5,2.4,3.0,2.0,37.63784862057285
30.0,Female,61.9,1.55,181.0,150.0,72.0,1.93,1117.0,HIIT,27.1,3.6,3.0,2.0,25.76482830385015
19.0,Male,58.6,1.64,187.0,135.0,66.0,1.18,1564.0,Yoga,10.0,3.4,3.0,2.0,21.91
21.0,Male,80.8,1.8,195.0,137.0,64.0,1.1,1285.0,Cardio,29.8,2.7,3.0,3.0,24.93827160493827
21.0,Female,42.7,1.81,166.0,139.0,71.0,1.42,1044.0,Cardio,26.0,3.2,3.0,3.0,12.32
29.0,Male,60.9,1.86,191.0,152.0,60.0,1.79,1108.0,Strength,31.5,1.5,4.0,3.0,17.603191120360734
40.0,Male,78.8,1.7,176.0,169.0,63.0,1.78,1179.0,Strength,21.1,1.9,2.0,1.0,27.26643598615917
37.0,Female,85.3,1.69,162.0,136.0,71.0,1.49,859.0,HIIT,22.8,3.4,4.0,2.0,29.86590105388467
47.0,Female,84.8,1.58,180.0,157.0,54.0,0.83,940.0,Cardio,26.3,1.9,5.0,2.0,33.96891523794263
50.0,Female,72.7,1.74,191.0,146.0,67.0,0.77,1047.0,Cardio,15.5,3.5,3.0,3.0,24.01241907781741
43.0,Male,57.4,1.69,166.0,143.0,66.0,1.14,775.0,Strength,23.7,3.3,3.0,1.0,20.09733552746753
33.0,Male,40.0,1.81,189.0,157.0,71.0,1.32,1298.0,HIIT,20.1,3.4,2.0,3.0,12.209639510393457
33.0,Female,121.13749999999999,1.56,189.0,138.0,73.0,2.0,993.0,Strength,34.0,2.3,3.0,2.0,49.7770792241946
50.0,Male,55.0,1.5,177.0,120.0,69.0,1.07,715.0,Yoga,27.2,1.7,4.0,2.0,24.444444444444443
45.0,Male,65.3,1.7,162.0,120.0,63.0,1.79,731.0,Yoga,31.7,2.8,4.0,3.0,22.595155709342563
18.0,Male,41.6,1.94,168.0,153.0,57.0,0.86,1068.0,Strength,25.0,3.1,4.0,1.0,11.053246891274313
43.0,Male,56.9,1.68,161.0,154.0,61.0,2.0,742.0,Strength,26.5,2.0,3.0,1.0,20.16014739229025
20.0,Female,84.8,1.74,165.0,151.0,59.0,1.49,717.0,HIIT,24.9,3.4,4.0,3.0,28.008984013740253
24.0,Female,96.9,1.88,181.0,166.0,72.0,1.36,1220.0,Cardio,15.8,3.7,3.0,2.0,27.416251697600728
24.0,Male,81.2,1.56,182.0,166.0,66.0,1.62,1148.0,Yoga,25.5,2.7,4.0,3.0,33.36620644312952
53.0,Female,70.5,1.9,198.0,146.0,69.0,0.84,766.0,Cardio,31.9,2.9,5.0,1.0,19.52908587257618
38.0,Male,58.7,1.72,189.0,152.0,58.0,1.21,1063.0,HIIT,21.2,1.6,3.0,1.0,19.841806381828015
26.0,Male,62.0,1.65,199.0,142.0,56.0,1.61,1361.0,HIIT,35.0,3.5,2.0,3.0,22.77318640955005
18.0,Male,100.6,1.74,179.0,138.0,68.0,1.2,1261.0,Cardio,23.2,3.5,2.0,2.0,33.2276390540362
33.0,Female,63.0,1.71,189.0,126.0,57.0,1.24,1175.0,Strength,25.6,3.2,3.0,1.0,21.545090797168363
45.0,Male,52.7,1.82,172.0,129.0,69.0,0.62,1783.0,Yoga,22.9,3.2,3.0,1.0,15.909914261562612
29.0,Male,79.4,1.71,186.0,124.0,74.0,2.0,877.0,Yoga,29.6,1.5,3.0,2.0,27.97
18.0,nan,87.4,1.87,182.0,162.0,65.0,1.37,1303.0,Strength,27.6,3.6,2.0,3.0,24.993565729646257
57.0,Female,57.6,1.86,169.0,120.0,73.0,1.99,929.0,HIIT,22.9,2.4,3.0,2.0,16.649323621227886
37.0,Male,108.5,1.97,192.0,120.0,74.0,2.0,1091.0,Cardio,27.2,1.5,2.0,1.0,27.95743255430441
52.0,Female,75.7,1.61,181.0,139.0,64.0,2.0,1783.0,Yoga,24.6,2.8,2.0,2.0,29.204120211411595
34.0,Female,73.9,1.75,192.0,165.0,74.0,1.64,816.0,Cardio,35.0,1.5,3.0,2.0,24.13061224489796
57.0,Male,67.9,1.78,187.0,163.0,59.0,2.0,1168.0,Yoga,23.9,3.7,3.0,2.0,21.43037495265749
36.0,Male,72.8,1.63,184.0,130.0,68.0,1.44,669.0,HIIT,25.1,1.7,3.0,3.0,27.400353795777036
34.0,Female,57.6,1.7,167.0,141.0,68.0,0.88,710.0,Cardio,14.7,1.5,3.0,2.0,19.93079584775087
48.0,Female,49.3,1.74,179.0,142.0,74.0,1.31,723.0,HIIT,19.2,3.5,4.0,3.0,16.28352490421456
18.0,Male,41.6,1.85,181.0,169.0,52.0,2.0,1130.0,Yoga,14.5,3.4,5.0,3.0,12.32
33.0,Male,65.6,1.87,189.0,168.0,56.0,1.16,1437.0,Yoga,16.3,3.5,2.0,1.0,18.75947267579856
35.0,Female,47.5,1.81,181.0,124.0,69.0,1.78,533.0,Yoga,26.4,3.2,3.0,2.0,14.498946918592228
19.0,nan,86.3,1.89,164.0,131.0,74.0,0.97,1175.0,HIIT,19.5,2.4,3.0,2.0,24.159458021891886
43.0,Female,73.6,1.79,170.0,169.0,72.0,1.16,1408.0,Strength,17.4,1.5,4.0,1.0,22.97056895852189
48.0,nan,40.0,2.0,194.0,159.0,70.0,1.48,419.0,Cardio,13.5,2.5,4.0,2.0,10.0
49.0,Female,56.0,1.6,183.0,169.0,66.0,0.98,1263.0,Strength,27.9,1.7,5.0,1.0,21.875
48.0,Female,40.0,1.66,189.0,120.0,74.0,1.36,614.0,Cardio,14.8,2.1,3.0,1.0,14.51589490492089
44.0,Female,88.2,1.88,192.0,169.0,51.0,2.0,1783.0,HIIT,28.5,1.9,4.0,2.0,24.954730647351745
27.0,Female,55.8,1.67,192.0,167.0,74.0,2.0,642.0,Yoga,28.8,3.4,3.0,2.0,20.007888414787192
41.0,Male,73.2,1.75,190.0,137.0,58.0,1.24,1048.0,Strength,30.4,3.4,2.0,3.0,23.65
44.0,Male,40.0,1.72,179.0,124.0,74.0,0.85,1043.0,Cardio,22.8,2.1,5.0,3.0,13.520822065981614
54.0,Male,58.5,1.96,185.0,133.0,60.0,2.0,1131.0,Yoga,13.1,2.5,3.0,1.0,15.228029987505208
45.0,Female,57.5,1.55,190.0,123.0,54.0,1.33,893.0,HIIT,28.8,3.3,3.0,1.0,23.93340270551509
24.0,Female,55.6,1.73,175.0,120.0,71.0,1.09,775.0,Yoga,17.2,3.0,4.0,2.0,18.57729960907481
55.0,Female,65.3,1.83,194.0,162.0,72.0,1.99,1374.0,HIIT,27.6,2.0,3.0,1.0,19.49893995043148
32.0,Female,42.4,1.79,176.0,135.0,56.0,1.63,843.0,Yoga,27.1,1.5,2.0,2.0,13.233045160887611
18.0,nan,40.0,1.68,163.0,137.0,61.0,1.1,1470.0,Cardio,31.7,1.7,4.0,3.0,14.172335600907031
33.0,Female,77.0,1.69,191.0,154.0,58.0,1.16,1187.0,Cardio,29.1,3.2,4.0,2.0,26.95984034172473
28.0,Female,74.7,1.69,163.0,158.0,58.0,1.37,854.0,HIIT,14.0,3.4,4.0,2.0,26.15454640943945
59.0,Male,65.1,1.68,161.0,144.0,62.0,2.0,1050.0,Strength,26.1,2.0,5.0,3.0,23.59
21.0,Female,40.0,1.8,176.0,122.0,73.0,1.37,1171.0,HIIT,10.0,3.7,3.0,1.0,12.34567901234568
23.0,Male,64.3,1.58,160.0,123.0,62.0,1.02,1360.0,Strength,22.0,3.4,4.0,1.0,25.757090209902252
20.0,Female,43.6,1.6,165.0,141.0,60.0,1.37,1783.0,Strength,16.9,1.5,4.0,1.0,17.031249999999996
21.0,Male,100.4,1.62,188.0,128.0,73.0,1.4,614.0,Strength,29.3,3.3,2.0,1.0,38.25636335924401
48.0,Female,73.8,1.88,191.0,151.0,59.0,1.88,1783.0,Cardio,19.2,2.0,4.0,1.0,20.8804889090086
23.0,Male,52.3,1.74,184.0,122.0,65.0,1.38,915.0,Yoga,10.0,3.5,4.0,1.0,18.17
51.0,Male,57.3,1.71,188.0,169.0,50.0,1.09,1375.0,Strength,28.1,3.6,2.0,3.0,19.69
30.0,Male,70.7,1.64,196.0,136.0,65.0,1.38,1608.0,Cardio,13.0,1.6,5.0,2.0,26.28643664485426
20.0,Male,92.8,2.0,195.0,154.0,58.0,1.44,676.0,Yoga,24.3,1.5,4.0,2.0,23.2
18.0,Male,56.2,1.75,164.0,127.0,57.0,1.45,952.0,Strength,29.6,3.5,4.0,3.0,18.351020408163265
24.0,Female,65.3,1.74,178.0,168.0,63.0,1.12,984.0,HIIT,25.6,3.3,4.0,2.0,21.56823886907121
37.0,Male,60.2,1.76,194.0,169.0,72.0,1.7,1114.0,Yoga,31.4,1.8,4.0,2.0,19.43440082644628
